name;open;high;low;close;volume;marketCap;timestamp
"2783";1.4284237698;1.6650684578;0.5913689022;0.634266759;7122616.538001565;214697427.28004718;"2017-10-01T00:00:00.000Z"
"2783";0.6226877915;0.8429626981;0.4477451103;0.5578506654;15117674.583015848;195146309.71520457;"2017-11-01T00:00:00.000Z"
"2783";0.5547973086;2.4138667089;0.5277721777;1.9924004109;32601903.007971037;689023676.3193879;"2017-12-01T00:00:00.000Z"
"2783";1.9886344929;4.6333924789;1.5484944322;1.9756610521;23042312.820967026;718894948.3089713;"2018-01-01T00:00:00.000Z"
"2783";1.9750653719;2.8283913062;0.8875587464;2.1469246355;15749862.465980321;737533248.4090785;"2018-02-01T00:00:00.000Z"
"2783";2.1496706743;2.2142798489;0.8880678695;0.9258531095;23854714.977976233;318282661.12968284;"2018-03-01T00:00:00.000Z"
"2783";0.9255754809;2.0762246468;0.8081961308;1.9103948362;54903285.3199861;629995057.5098405;"2018-04-01T00:00:00.000Z"
"2783";1.9175707336;2.1381845987;1.1489547457;1.2834174721;6642335.178009781;423227820.0156232;"2018-05-01T00:00:00.000Z"
"2783";1.2819954541;1.404105368;0.6261167488;0.8784885737;4957141.575005638;295256229.6253359;"2018-06-01T00:00:00.000Z"
"2783";0.8768759085;1.3321945824;0.6954498152;1.1034870228;8808570.949991077;398802302.849596;"2018-07-01T00:00:00.000Z"
"2783";1.1153953452;1.424341803;0.8277421427;1.3302773955;4097296.3380067423;431112243.03070945;"2018-08-01T00:00:00.000Z"
"2783";1.32979491;1.7534344245;0.9509591034;1.3434567244;3634551.1079951623;470988154.3493731;"2018-09-01T00:00:00.000Z"
"2783";1.3471968916;1.9675544005;1.1390092416;1.8834451636;29202853.100055136;716927716.1213535;"2018-10-01T00:00:00.000Z"
"2783";1.9006887263;2.3710584892;0.9296450984;1.2458349281;15681530.920171814;419773044.686504;"2018-11-01T00:00:00.000Z"
"2783";1.2480123644;1.3453659726;0.7618938667;1.1234838422;5517245.45533651;391662480.9739798;"2018-12-01T00:00:00.000Z"
"2783";1.123537807;2.1363578526;1.1233369783;1.4128630621;29139038.758545443;526689481.89798087;"2019-01-01T00:00:00.000Z"
"2783";1.413213855;1.8026082122;1.3982504602;1.6032973301;14365358.231909992;545162124.5852177;"2019-02-01T00:00:00.000Z"
"2783";1.6025082884;2.112113134;1.5127504579;1.9921511064;34734145.332327;666437673.370245;"2019-03-01T00:00:00.000Z"
"2783";1.9968960785;2.3298028154;1.6714690585;1.8542170789;24008516.667178426;649941977.6347462;"2019-04-01T00:00:00.000Z"
"2783";1.8555994925;5.9145518891;1.8281350632;4.0088519154;190941225.35829458;1400956554.3326826;"2019-05-01T00:00:00.000Z"
"2783";4.01201291;17.4846239217;3.3051067125;13.2740410944;1706587626.7425017;4734439621.277966;"2019-06-01T00:00:00.000Z"
"2783";13.2820835602;14.7858743414;7.6108339536;8.3772040603;230820191.476829;2961024074.690126;"2019-07-01T00:00:00.000Z"
"2783";8.3893220857;10.5856906399;7.2903444435;7.4212221274;195834326.75111085;2389286399.297013;"2019-08-01T00:00:00.000Z"
"2783";7.4212585248;8.5962706862;6.2394166474;7.3289874974;348499029.5686619;2558654859.7627916;"2019-09-01T00:00:00.000Z"
"2783";7.3358396821;11.9848246575;7.3080553034;10.9988122897;491055094.1544373;3983089326.2196474;"2019-10-01T00:00:00.000Z"
"2783";11.0101797985;13.2610011436;8.6406869522;9.5060551316;494239199.45787567;3152639252.577104;"2019-11-01T00:00:00.000Z"
"2783";9.5083585022;9.5333281957;6.7134928457;7.1132197566;249740383.14040565;2625799409.530988;"2019-12-01T00:00:00.000Z"
"2783";7.1110268726;12.4376027001;6.8932989492;12.0928865504;534177736.98277813;3973043822.1872168;"2020-01-01T00:00:00.000Z"
"2783";12.0974273083;20.7616157621;11.4116683559;18.3777253165;1936551084.8016727;6158189244.699368;"2020-02-01T00:00:00.000Z"
"2783";18.365384011;22.378015697;7.2203078752;11.8178191665;1071413858.7189996;3554379219.7978177;"2020-03-01T00:00:00.000Z"
"2783";11.8171380634;21.2061742156;11.3763947572;20.4161160784;2443397274.4441485;6777778490.372696;"2020-04-01T00:00:00.000Z"
"2783";20.4161160784;22.7214842775;19.8762645037;22.038587531;2079612238.5861235;7932061948.676994;"2020-05-01T00:00:00.000Z"
"2783";22.0512027482;25.4687022992;18.5882378731;24.9614786621;1536229240.715138;8533896852.391069;"2020-06-01T00:00:00.000Z"
"2783";24.9602404805;47.0070418111;24.7520835838;40.5952008669;3685238986.2915044;14862738508.8683;"2020-07-01T00:00:00.000Z"
"2783";67.3545388146;106.5669547152;0.7782001677;79.8430625436;260352755435.27744;26570177812.738518;"2020-08-01T00:00:00.000Z"
"2783";79.3551928945;88.217376061;41.9468792635;55.2642946986;315860482330.54266;18937375562.35028;"2020-09-01T00:00:00.000Z"
"2783";55.3887044157;72.6213188235;47.3593656653;64.4401538237;222571408473.17874;24586092397.54854;"2020-10-01T00:00:00.000Z"
"2783";64.4401538237;88.4072466897;56.017407178;75.8567947374;305054555941.66815;32230018145.4911;"2020-11-01T00:00:00.000Z"
"2783";75.8779007672;78.9008270052;44.390552031;58.5346659491;218451197281.55212;23950930734.726006;"2020-12-01T00:00:00.000Z"
"2783";58.5150526822;140.2681349133;57.7458346627;123.44275063;989429034503.4883;47417482259.63771;"2021-01-01T00:00:00.000Z"
"2783";123.4292146317;198.2291858962;115.8665403783;138.1514961394;1411582877794.0027;55237816043.572205;"2021-02-01T00:00:00.000Z"
"2783";138.2031420501;187.6128955008;136.3756970244;165.3290817335;253975744598.86435;68395658956.63839;"2021-03-01T00:00:00.000Z"
"2783";165.5143351751;249.0028135116;165.5143351751;207.3556277849;359955842719.9439;89990787021.93782;"2021-04-01T00:00:00.000Z"
"2783";207.3319828245;276.9120787214;80.9763832138;167.4414485715;494587022481.8682;74953072415.16655;"2021-05-01T00:00:00.000Z"
"2783";167.5889438558;167.5889438558;75.6202509113;96.9149138185;204554120853.71365;44308101879.106186;"2021-06-01T00:00:00.000Z"
"2783";96.9196258121;121.5328214632;70.503673103;118.521009455;143568676955.37415;50103174545.065056;"2021-07-01T00:00:00.000Z"
"2783";118.1349408384;159.8639532947;111.6113156082;137.782194101;227303180846.83194;62565385280.337685;"2021-08-01T00:00:00.000Z"
"2783";137.7242820596;187.6374585323;110.5900011722;130.5625167447;259164248767.55896;56215911874.9843;"2021-09-01T00:00:00.000Z"
"2783";130.6631459986;188.7039280373;130.5031669658;169.0422754312;193111377218.13782;75486827641.87666;"2021-10-01T00:00:00.000Z"
