name;open;high;low;close;volume;marketCap;timestamp
"2783";1181.8172672929;1181.9798551369;1150.1461345838;1181.9798551369;4306008651.500142;180850304124.18863;"2023-12-18T00:00:00.000Z"
"2783";1181.9761446926;1239.2945491197;1181.9761446926;1229.8883512125;6143063216.128705;187686657834.84155;"2023-12-19T00:00:00.000Z"
"2783";1229.8016724822;1279.8787784257;1220.7743745517;1278.7138120857;5127365791.796159;192076032218.3439;"2023-12-20T00:00:00.000Z"
"2783";1278.9167020776;1339.1055216161;1261.3612076319;1324.578419792;5818107924.82803;202280647701.22528;"2023-12-21T00:00:00.000Z"
"2783";1324.7246633747;1348.5155393352;1296.6007738433;1318.6183771883;4955422970.839286;201027015989.58893;"2023-12-22T00:00:00.000Z"
"2783";1318.6417065221;1322.4870988117;1293.3125814124;1318.715786133;3380528978.817198;200037101645.69168;"2023-12-23T00:00:00.000Z"
"2783";1318.6506219478;1324.5428365033;1277.1027171868;1286.5383009506;3904297078.0653725;195121716836.62234;"2023-12-24T00:00:00.000Z"
"2783";1286.6267162489;1310.8527832768;1284.2033232663;1306.6412755338;3589993590.179464;196896766377.19986;"2023-12-25T00:00:00.000Z"
"2783";1306.6354331432;1467.0117528197;1296.6729527683;1433.3333401311;9500359894.217937;220933362184.31512;"2023-12-26T00:00:00.000Z"
"2783";1433.6585150095;1563.061611895;1379.0609439536;1562.6170537813;9119551301.738726;236414736168.92575;"2023-12-27T00:00:00.000Z"
"2783";1563.1947946072;1633.5123854659;1551.2718437035;1570.1023723295;9595888130.731262;236975552441.49017;"2023-12-28T00:00:00.000Z"
"2783";1569.6204792764;1579.2679147721;1500.320532437;1523.0963427806;6868850262.113208;231009178940.0733;"2023-12-29T00:00:00.000Z"
"2783";1522.9177209783;1553.3410527169;1521.5499102676;1539.0486007725;4372875106.022798;233461961154.32095;"2023-12-30T00:00:00.000Z"
"2783";1538.5728017504;1577.094192827;1507.6507684861;1516.083588319;4625664973.198672;229979612704.6052;"2023-12-31T00:00:00.000Z"
"2783";1515.8420720857;1532.439962214;1495.3166511117;1526.1064248012;4418500537.133073;231429810691.87683;"2024-01-01T00:00:00.000Z"
"2783";1525.4232085237;1557.7778057117;1509.561471201;1536.7367972354;5499585959.64242;229801141773.73184;"2024-01-02T00:00:00.000Z"
"2783";1536.9720849918;1638.4570612539;1484.1880819991;1558.1002580535;9488896179.334702;236514081855.21786;"2024-01-03T00:00:00.000Z"
"2783";1558.0139373883;1593.3685421274;1535.9116640624;1584.766366834;6324536155.445088;241544106439.81277;"2024-01-04T00:00:00.000Z"
"2783";1584.8002896133;1601.5917027329;1513.862784463;1547.6019009914;6156781799.59405;235817027993.70517;"2024-01-05T00:00:00.000Z"
"2783";1547.8207977996;1549.4397249712;1469.3355107224;1500.3750046044;5125113752.929603;227616863349.8401;"2024-01-06T00:00:00.000Z"
"2783";1500.3729071649;1510.5526682197;1468.4561435756;1477.2562361553;3986423870.498958;223967132532.0575;"2024-01-07T00:00:00.000Z"
"2783";1477.3194798652;1500.8164480078;1421.4714044945;1483.069144125;5568282352.871468;225277102003.85602;"2024-01-08T00:00:00.000Z"
"2783";1482.9467750148;1493.7322371107;1455.0531919565;1476.7695912513;6693900211.050308;222363813168.2633;"2024-01-09T00:00:00.000Z"
"2783";1476.8015008442;1514.7940011052;1423.5131484437;1492.7167941279;5886586788.574639;227078740957.47562;"2024-01-10T00:00:00.000Z"
"2783";1493.3684265591;1546.9557724545;1480.82400715;1503.746722323;6491767874.590693;229110381033.0916;"2024-01-11T00:00:00.000Z"
"2783";1503.3902795213;1523.1588606381;1411.2968547132;1439.9035392354;5837580948.548823;219183872593.58875;"2024-01-12T00:00:00.000Z"
"2783";1439.8791070727;1470.63561788;1415.0952162267;1467.253100068;3962712849.9781723;222539875862.66342;"2024-01-13T00:00:00.000Z"
"2783";1467.2521974562;1488.0074088183;1451.4130959262;1451.5930750689;3823849256.7900934;220228305737.63675;"2024-01-14T00:00:00.000Z"
"2783";1451.4691941416;1558.0334548766;1451.4691941416;1544.583653374;8092646649.167381;233824743936.27966;"2024-01-15T00:00:00.000Z"
"2783";1544.4209189187;1553.0255684912;1535.0744081673;1553.0255684912;5563365035.311851;232560242934.083;"2024-01-16T00:00:00.000Z"
