name;open;high;low;close;volume;marketCap;timestamp
"2783";200.8087359263;202.1912649445;181.5311519144;201.0931363104;7750507554.154163;74189326435.51373;"2023-12-18T00:00:00.000Z"
"2783";201.0867958638;205.4430612234;188.9079506382;193.8582136576;5691318785.952792;71317088508.09074;"2023-12-19T00:00:00.000Z"
"2783";193.8009350785;217.3400329786;191.0675780112;213.4882314006;7311252784.1624155;77280278742.96638;"2023-12-20T00:00:00.000Z"
"2783";213.4869744691;228.6755328516;212.1537420746;224.4444864106;8872946816.108664;82577257519.44516;"2023-12-21T00:00:00.000Z"
"2783";224.439397865;237.8960017097;214.2976944868;220.8094585091;8383051415.308853;81097003246.04794;"2023-12-22T00:00:00.000Z"
"2783";220.8017748748;234.0791533535;212.1629219916;233.5626511524;6106459728.446366;85350992290.93907;"2023-12-23T00:00:00.000Z"
"2783";233.5119705425;241.281976342;226.4710780676;231.8790102369;8316292040.656193;84719843614.58263;"2023-12-24T00:00:00.000Z"
"2783";231.901367673;238.8463862036;225.6156445968;236.5261599965;5702306128.44077;85860786792.63608;"2023-12-25T00:00:00.000Z"
"2783";236.4512622985;236.4512622985;206.3318128301;213.9024422278;6224570010.90888;79428815546.19588;"2023-12-26T00:00:00.000Z"
"2783";213.9138510215;216.0062956429;202.8802659996;204.7447718346;5013481369.119867;74625655487.5702;"2023-12-27T00:00:00.000Z"
"2783";204.7645498203;209.1120407584;190.9468288112;193.6281203079;5468515071.23908;70402332528.97458;"2023-12-28T00:00:00.000Z"
"2783";193.6151548067;204.2998557353;188.3078290086;195.1242574696;5342769085.190145;71296650377.6795;"2023-12-29T00:00:00.000Z"
"2783";195.1183849683;195.6916858619;185.8347797638;191.1634519524;2886999150.9400215;69862108386.72466;"2023-12-30T00:00:00.000Z"
"2783";191.1414006412;196.3473533631;185.6992784722;187.0378734174;2805999145.768226;68356506069.06;"2023-12-31T00:00:00.000Z"
"2783";187.1046307185;203.7694803799;185.2610669;203.2059097949;3258384397.5350766;74245998787.55725;"2024-01-01T00:00:00.000Z"
"2783";203.2315042548;210.5972943842;198.9886461888;200.1288933339;4222316893.278585;72282428888.7662;"2024-01-02T00:00:00.000Z"
"2783";200.1324313978;203.8851047817;168.0289559776;181.0474731925;6720184384.016099;66379332877.52418;"2024-01-03T00:00:00.000Z"
"2783";181.0577877456;193.11640525;178.6212287728;189.7107959216;4122171990.1040225;69863528744.75502;"2024-01-04T00:00:00.000Z"
"2783";189.7042302803;190.5040854458;171.7233398506;177.6235296177;3948980462.9352884;65404205924.8953;"2024-01-05T00:00:00.000Z"
"2783";177.6218218403;177.7707610723;164.0061405649;168.7790258676;2866846971.109865;61878014570.743576;"2024-01-06T00:00:00.000Z"
"2783";168.8053742156;174.0866543706;162.3293777406;164.0183808316;3055235654.253082;60094031924.72396;"2024-01-07T00:00:00.000Z"
"2783";164.0240176824;177.07084066;153.8400366471;175.7403341424;5130585563.967469;64515067749.48456;"2024-01-08T00:00:00.000Z"
"2783";175.7578287932;182.8462760113;166.0919239276;170.234587334;4697326752.317005;61951270087.650444;"2024-01-09T00:00:00.000Z"
"2783";170.2060073118;193.0401944117;164.5512323309;188.2300201436;4989975412.277184;69206943458.41342;"2024-01-10T00:00:00.000Z"
"2783";188.273666979;202.96929303;184.1714723301;192.1482726651;5868295211.684664;70761506649.0486;"2024-01-11T00:00:00.000Z"
"2783";191.9732312154;192.4960800393;170.1143707874;174.1283868862;4086691903.635053;64065112744.36775;"2024-01-12T00:00:00.000Z"
"2783";174.1113439868;177.664052619;169.2522157331;176.9615341856;2470491674.091983;64873679826.25911;"2024-01-13T00:00:00.000Z"
"2783";176.9584360652;183.4611440017;171.5231932336;171.5303862007;2973190219.246644;62901634278.33456;"2024-01-14T00:00:00.000Z"
"2783";171.4976796506;178.6179884801;171.4976796506;173.4639536934;2268282241.470487;63472322988.392456;"2024-01-15T00:00:00.000Z"
"2783";173.4029127378;177.5012733858;170.660671431;175.3448640623;2336116469.023165;63467714633.76063;"2024-01-16T00:00:00.000Z"
