name;open;high;low;close;volume;marketCap;timestamp
"2783";4.9365382513;4.9443920237;4.8962154005;4.8962154005;235959550693.09998;448974979929.38934;"2023-12-18T00:00:00.000Z"
"2783";4.8962777837;4.9003425566;4.8676634616;4.8676634616;218703257100.122;445212256341.625;"2023-12-19T00:00:00.000Z"
"2783";4.8665363869;4.916226523;4.8658284618;4.916226523;247960793004.9615;442664268874.5479;"2023-12-20T00:00:00.000Z"
"2783";4.9158530311;4.9200912869;4.8840106996;4.8840106996;238595149219.46378;447554867025.8614;"2023-12-21T00:00:00.000Z"
"2783";4.8841691039;4.8862931632;4.8635832669;4.8635832669;258337173977.4892;445144304863.8389;"2023-12-22T00:00:00.000Z"
"2783";4.8637613087;4.8653814665;4.8601440141;4.8626991184;178088640866.3463;443439903711.37225;"2023-12-23T00:00:00.000Z"
"2783";4.8616660842;4.8653126447;4.8601866468;4.8643283905;240255081208.04703;443835772772.6529;"2023-12-24T00:00:00.000Z"
"2783";4.8638454852;4.8988277465;4.8638454852;4.8951944522;300139985034.8847;443781534696.7605;"2023-12-25T00:00:00.000Z"
"2783";4.8948396974;4.8971757403;4.815928723;4.815928723;310587644563.5672;446911705481.65436;"2023-12-26T00:00:00.000Z"
"2783";4.816210445;4.8367916963;4.8143704778;4.8310558619;270021368639.07352;440134709710.7586;"2023-12-27T00:00:00.000Z"
"2783";4.8315322485;4.8577552856;4.8315322485;4.8577552856;285235167575.9041;442013021419.874;"2023-12-28T00:00:00.000Z"
"2783";4.856955691;4.8592999705;4.8515316021;4.8546756023;254439608567.4324;444253709229.1297;"2023-12-29T00:00:00.000Z"
"2783";4.8549733207;4.8573265444;4.8513055414;4.8543479541;153144650744.32956;445044699681.86426;"2023-12-30T00:00:00.000Z"
"2783";4.8534867454;4.8585976602;4.8493121468;4.8511560091;160905168371.19507;444852111810.43634;"2023-12-31T00:00:00.000Z"
"2783";4.8518905329;4.8568409107;4.8513346081;4.8556857142;172536857476.91776;445163009456.481;"2024-01-01T00:00:00.000Z"
"2783";4.8552251288;4.9262971777;4.8552251288;4.9262971777;288542300333.3039;445376950098.5004;"2024-01-02T00:00:00.000Z"
"2783";4.9259366906;4.9418741605;4.9236314606;4.9236314606;431637573523.01697;453523563248.64435;"2024-01-03T00:00:00.000Z"
"2783";4.9223625647;4.9224407014;4.902354201;4.902354201;266097742871.25848;455309538926.2816;"2024-01-04T00:00:00.000Z"
"2783";4.9016700655;4.9049037683;4.879374262;4.879374262;263185273563.95685;454890010234.5478;"2024-01-05T00:00:00.000Z"
"2783";4.879256512;4.8818921584;4.8760453154;4.8774852271;158597621502.69785;455351546128.3656;"2024-01-06T00:00:00.000Z"
"2783";4.8770508171;4.880501217;4.875383218;4.8801536965;159237873484.04788;456324136512.8527;"2024-01-07T00:00:00.000Z"
"2783";4.8806774069;4.8818249643;4.8734188311;4.8734188311;301927727050.9676;456899215121.4924;"2024-01-08T00:00:00.000Z"
"2783";4.8746036836;4.9074161311;4.8746036836;4.9074161311;299033978584.4972;458347150805.2483;"2024-01-09T00:00:00.000Z"
"2783";4.9077528547;4.9077528547;4.8913905437;4.8936955539;394627607014.6318;462997705826.5615;"2024-01-10T00:00:00.000Z"
"2783";4.8943136041;4.8943136041;4.8667616596;4.8724012236;382215618681.9797;463076147263.4916;"2024-01-11T00:00:00.000Z"
"2783";4.8726149383;4.8726149383;4.853758219;4.853758219;350696685247.7837;462731409716.22015;"2024-01-12T00:00:00.000Z"
"2783";4.8546446591;4.8555654688;4.852253391;4.8546831392;188059791118.60327;461190494080.6225;"2024-01-13T00:00:00.000Z"
"2783";4.8545160854;4.8568520529;4.8505128514;4.851516582;170183234200.9455;461023276593.45825;"2024-01-14T00:00:00.000Z"
"2783";4.8515293522;4.8624540393;4.8515293522;4.8624540393;200592800255.5256;461054305483.46295;"2024-01-15T00:00:00.000Z"
"2783";4.8608903631;4.9285269411;4.8569239598;4.926053673;209445601216.36377;462573307318.3532;"2024-01-16T00:00:00.000Z"
