open;high;low;close;volume;marketCap;timestamp
47680.9266248301;47881.4062331606;46856.9363097429;47345.220564253;27951569547.04;895688387523.14;"2022-01-02T00:00:00.000Z"
47343.543765149;47510.7261749285;45835.9630254063;46458.1169588914;33071628361.52;878946596803.07;"2022-01-03T00:00:00.000Z"
46458.8514444139;47406.5483021772;45752.4635620531;45897.5758267783;42494677904.76;868383282082.05;"2022-01-04T00:00:00.000Z"
45899.3587395826;46929.0457944863;42798.2242591564;43569.0033476498;36851084858.53;824368284529.82;"2022-01-05T00:00:00.000Z"
43565.5117270679;43748.7203109931;42645.5409516768;43160.9284196054;30208048288.93;816685390313.23;"2022-01-06T00:00:00.000Z"
43153.5708757533;43153.5708757533;41077.4462015482;41557.9011609709;84196607519.83;786389774193.77;"2022-01-07T00:00:00.000Z"
41561.4658676891;42228.9420354353;40672.2754483568;41733.9430988926;28066355845.13;789758782727.02;"2022-01-08T00:00:00.000Z"
41734.727562932;42663.9504824008;41338.1597064035;41911.6015363357;21294384372.18;793156354744;"2022-01-09T00:00:00.000Z"
41910.2308272178;42199.4850422173;39796.571708349;41821.2631390031;32104232330.73;791484886193.63;"2022-01-10T00:00:00.000Z"
41819.5069706213;43001.1571213205;41407.7538730793;42735.8541195077;26327648900.42;808834801011.1;"2022-01-11T00:00:00.000Z"
42742.1784059514;44135.3685087135;42528.9864452659;43949.1006867819;33499938688.54;831836978396.02;"2022-01-12T00:00:00.000Z"
43946.7417177351;44278.4232566127;42447.0441520643;42591.5722580306;47691135081.85;806189762638.47;"2022-01-13T00:00:00.000Z"
42598.872888975;43346.6885657206;41982.6166524365;43099.6998283297;23577403398.89;815850639036.09;"2022-01-14T00:00:00.000Z"
43101.899610764;43724.6731845297;42669.0352201934;43177.3967900803;18371348297.75;817364571824.4;"2022-01-15T00:00:00.000Z"
43172.0388946744;43436.8075003502;42691.0242340791;43113.8801137778;17902097844.6;816211499220.99;"2022-01-16T00:00:00.000Z"
43118.1201015099;43179.3911030298;41680.3215634165;42250.5493732401;21690904261.18;799910089279.2;"2022-01-17T00:00:00.000Z"
42250.0731446126;42534.4039185478;41392.216698751;42375.6328430686;22417209226.95;802313747480.14;"2022-01-18T00:00:00.000Z"
42374.0406120285;42478.3048443432;41242.9131156818;41744.3298424627;23091543257.9;790406427117.58;"2022-01-19T00:00:00.000Z"
41744.0280591734;43413.0239423642;40672.8238483266;40680.4199136003;20382033939.59;770304579439.02;"2022-01-20T00:00:00.000Z"
40699.6069839273;41060.5273749856;35791.4265480389;36457.3181001361;43011992031.18;690368973093.34;"2022-01-21T00:00:00.000Z"
36471.5899999248;36688.8108237871;34349.2491949516;35030.2517675959;39714385404.71;663374008017.03;"2022-01-22T00:00:00.000Z"
35047.3602896719;36433.3126565747;34784.9671633865;36276.8046943699;26017975950.79;687012848062.33;"2022-01-23T00:00:00.000Z"
36275.7329481249;37247.5213280799;33184.0595656615;36654.3291826876;41856658596.7;694196560316.9;"2022-01-24T00:00:00.000Z"
36654.8059244257;37444.5693479937;35779.4288038279;36954.0020136276;26428189593.82;699907393886.04;"2022-01-25T00:00:00.000Z"
36950.5148286881;38825.4086928912;36374.9079053597;36852.122594586;31324598033.71;698006361955.82;"2022-01-26T00:00:00.000Z"
36841.8806089473;37148.3222790892;35629.2798878753;37138.2343159536;25041426629.34;703456873492.62;"2022-01-27T00:00:00.000Z"
37128.444198943;37952.8778358648;36211.1081986276;37784.3332640665;22238830522.98;715731622071.25;"2022-01-28T00:00:00.000Z"
37780.7137862733;38576.2636449016;37406.4736874418;38138.1785657755;17194183074.9;722469136409.99;"2022-01-29T00:00:00.000Z"
38151.9188233734;38266.3397953894;37437.7092090569;37917.60273361;14643548443.91;718325967803.39;"2022-01-30T00:00:00.000Z"
37920.2809909723;38647.2609829571;36733.5728745194;38483.126309273;20734730465.05;729073641687.68;"2022-01-31T00:00:00.000Z"
38481.7653685119;39115.1322812921;38113.6630945423;38743.2725693698;20288500327.54;734039224254.88;"2022-02-01T00:00:00.000Z"
38743.7134257246;38834.617830971;36832.7286672317;36952.9849327595;19155189415.69;700155817835.89;"2022-02-02T00:00:00.000Z"
36944.8052390298;37154.6002446074;36375.5373396971;37154.6002446074;18591534769.08;704010232687.46;"2022-02-03T00:00:00.000Z"
37149.2641415061;41527.7855761899;37093.6295679956;41500.8753823114;29412210791.81;786396684547.64;"2022-02-04T00:00:00.000Z"
41501.4805719368;41847.1632851494;41038.095856616;41441.1648206042;19652846214.68;785297889648;"2022-02-05T00:00:00.000Z"
41441.1207903381;42500.7869325403;41244.9076349004;42412.4342359174;16142097333.9;803744511638.35;"2022-02-06T00:00:00.000Z"
42406.7813264058;44401.8635101809;41748.1553115415;43840.2865761055;28641855926.25;830838884165.06;"2022-02-07T00:00:00.000Z"
43854.6536157814;45293.8662442033;42807.8357379192;44118.4462597284;33079398868.46;836154543908.38;"2022-02-08T00:00:00.000Z"
44096.7044920426;44727.799891548;43232.9671622586;44338.7977574167;23245887299.61;840369284541.11;"2022-02-09T00:00:00.000Z"
44347.7988345238;45661.1731433747;43402.8082441073;43565.1121728445;32142048537.32;825745116529.95;"2022-02-10T00:00:00.000Z"
43571.1304633789;43810.8303834551;42114.5396429838;42407.9379380192;26954925781.36;803848273502.66;"2022-02-11T00:00:00.000Z"
42412.300311475;42992.5515605498;41852.5727219579;42244.4699868886;18152390303.98;800797790300.71;"2022-02-12T00:00:00.000Z"
42236.5664263282;42693.0528547568;41950.9417357075;42197.5153405276;14741589014.5;799950408997.29;"2022-02-13T00:00:00.000Z"
42157.3991531626;42775.7783215497;41681.9561131146;42586.9196860901;20827783011.84;807375855006.32;"2022-02-14T00:00:00.000Z"
42586.4646116209;44667.2169798202;42491.0337603845;44575.2033341441;22721659050.67;845117683686.87;"2022-02-15T00:00:00.000Z"
44578.2762069386;44578.2762069386;43456.6929350665;43961.8593882795;19792547656.71;833531932919.55;"2022-02-16T00:00:00.000Z"
43937.0716182815;44132.97417692;40249.3730029574;40538.0128343685;26246662812.84;768654436206.64;"2022-02-17T00:00:00.000Z"
40552.1325746996;40929.1532321168;39637.6186047582;40030.9755990885;23310007703.81;759074084513.82;"2022-02-18T00:00:00.000Z"
40026.0225060806;40418.8792151735;39713.0583287245;40122.1547656975;13736557862.99;760839429983.53;"2022-02-19T00:00:00.000Z"
40118.1006214851;40119.8900620854;38112.813944195;38431.3781154647;18340576451.97;728812385562.03;"2022-02-20T00:00:00.000Z"
38423.2098719156;39394.4358263489;36950.4757186119;37075.2793533757;29280402797.54;703124071471.97;"2022-02-21T00:00:00.000Z"
37068.7714361995;38359.8536637991;36488.932255945;38286.0270879696;25493150449.85;726121533658.47;"2022-02-22T00:00:00.000Z"
38285.2826142108;39122.3939045685;37201.8160136201;37296.5720003887;21849073843.24;707390766255.17;"2022-02-23T00:00:00.000Z"
37278.5650718651;38968.8412169006;34459.2177282867;38332.6098307004;46383802092.57;727072550320.3;"2022-02-24T00:00:00.000Z"
38333.7471448087;39630.3224166458;38111.3418879466;39214.2206250425;26545599158.94;743827806937.97;"2022-02-25T00:00:00.000Z"
39213.0837830814;40005.3487264337;38702.5337062365;39105.1478155514;17467554129.06;741789694058.87;"2022-02-26T00:00:00.000Z"
39098.6989112453;39778.9423729401;37268.9775170501;37709.7837534329;23450127611.88;715351995827.55;"2022-02-27T00:00:00.000Z"
37706.0012666457;43760.4570181679;37518.2146036468;43193.2340330233;35690014104.01;819414782676.49;"2022-02-28T00:00:00.000Z"
43194.5042113042;44793.600448404;42952.5840528017;44354.6375073612;32479047644.8;841491170715.62;"2022-03-01T00:00:00.000Z"
44357.6152449675;45077.5769494305;43432.8517789104;43924.1164380558;29183112629.72;833361543694.83;"2022-03-02T00:00:00.000Z"
43925.1950649516;44021.5783367152;41914.7490976182;42451.7895866188;24967782593.19;805466458784.89;"2022-03-03T00:00:00.000Z"
42458.1411201421;42479.6131422293;38805.8495430207;39137.6036387584;28516271426.66;742617908334.96;"2022-03-04T00:00:00.000Z"
39148.4497050197;39566.3361892208;38777.0364164827;39400.5841380401;16975917449.62;747638613405.07;"2022-03-05T00:00:00.000Z"
39404.1989243159;39640.1767511205;38211.6479622922;38419.9833773926;19745229901.83;729062407067.33;"2022-03-06T00:00:00.000Z"
38429.3027830169;39430.2280590762;37260.2017138385;38062.040205582;28546143502.55;722305696827.83;"2022-03-07T00:00:00.000Z"
38059.9042925389;39304.4428530725;37957.3865266001;38737.2684954927;25776583476.27;735156346354.69;"2022-03-08T00:00:00.000Z"
38742.8160804567;42465.6729111805;38706.0947800838;41982.9263548072;32284121034.04;796787661848.94;"2022-03-09T00:00:00.000Z"
41974.0692381785;42004.7271518599;38832.941265025;39437.4597736288;31078064710.78;748513363763.29;"2022-03-10T00:00:00.000Z"
39439.9695316149;40081.6792542572;38347.4331623984;38794.9731374789;26364890465.25;736353069777.4;"2022-03-11T00:00:00.000Z"
